city,latitude,longitude,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Islamabad,33.7104,73.1338,2026-05-14 09:00:00+00:00,4,243.14,0.1,1.24,152.3,2.28,19.38,31.7,7.3
Islamabad,33.7104,73.1338,2026-05-14 10:00:00+00:00,4,252.61,0.13,2.03,151.06,2.36,19.81,32.63,8.48
Islamabad,33.7104,73.1338,2026-05-14 11:00:00+00:00,4,275.17,0.16,3.46,148.28,2.46,20.48,33.29,10.32
Islamabad,33.7104,73.1338,2026-05-14 12:00:00+00:00,4,304.35,0.16,5.32,144.63,2.59,21.2,33.85,11.78
Islamabad,33.7104,73.1338,2026-05-14 13:00:00+00:00,3,408.38,0.18,13.0,129.23,2.95,22.98,36.18,18.75
Islamabad,33.7104,73.1338,2026-05-14 14:00:00+00:00,3,556.18,0.04,22.81,112.58,3.57,25.76,41.04,31.61
Islamabad,33.7104,73.1338,2026-05-14 15:00:00+00:00,3,667.66,0.0,27.96,100.71,4.11,28.92,46.53,44.14
Islamabad,33.7104,73.1338,2026-05-14 16:00:00+00:00,3,744.15,0.0,30.24,91.14,4.47,34.14,53.67,55.07
Islamabad,33.7104,73.1338,2026-05-14 17:00:00+00:00,3,808.82,0.0,31.26,83.19,4.73,39.63,60.95,64.89
Islamabad,33.7104,73.1338,2026-05-14 18:00:00+00:00,3,862.88,0.0,32.08,75.64,4.87,44.84,67.31,73.8
Islamabad,33.7104,73.1338,2026-05-14 19:00:00+00:00,3,886.43,0.0,31.71,69.4,4.84,49.1,71.68,81.56
Islamabad,33.7104,73.1338,2026-05-14 20:00:00+00:00,4,893.58,0.0,29.52,65.27,4.72,52.76,75.39,87.32
Islamabad,33.7104,73.1338,2026-05-14 21:00:00+00:00,4,890.57,0.0,26.66,62.29,4.55,55.57,78.28,90.51
Islamabad,33.7104,73.1338,2026-05-14 22:00:00+00:00,4,872.64,0.0,23.55,59.02,4.17,56.49,79.17,87.79
Islamabad,33.7104,73.1338,2026-05-14 23:00:00+00:00,4,850.63,0.0,20.98,57.42,3.93,56.73,79.58,86.82
Islamabad,33.7104,73.1338,2026-05-15 00:00:00+00:00,4,832.65,0.0,19.31,57.13,3.85,57.02,80.16,88.95
Islamabad,33.7104,73.1338,2026-05-15 01:00:00+00:00,4,813.26,0.03,18.5,56.7,3.79,55.71,79.07,87.23
Islamabad,33.7104,73.1338,2026-05-15 02:00:00+00:00,4,805.49,1.11,18.39,58.41,3.63,52.24,76.71,76.69
Islamabad,33.7104,73.1338,2026-05-15 03:00:00+00:00,3,773.99,2.64,16.91,74.42,3.62,47.94,74.02,60.93
Islamabad,33.7104,73.1338,2026-05-15 04:00:00+00:00,3,440.16,0.88,6.64,128.85,4.53,29.45,53.5,22.83
Islamabad,33.7104,73.1338,2026-05-15 05:00:00+00:00,4,358.94,0.47,3.64,146.78,3.92,25.81,49.16,16.28
Islamabad,33.7104,73.1338,2026-05-15 06:00:00+00:00,4,324.39,0.28,2.32,158.47,3.37,28.13,51.43,14.32
Islamabad,33.7104,73.1338,2026-05-15 07:00:00+00:00,4,256.71,0.11,1.26,153.48,2.03,21.55,39.77,9.19
Islamabad,33.7104,73.1338,2026-05-15 08:00:00+00:00,4,227.69,0.07,1.14,145.06,1.51,18.71,36.29,7.52
Islamabad,33.7104,73.1338,2026-05-15 09:00:00+00:00,4,218.98,0.04,1.25,140.49,1.35,18.18,36.61,7.16
Islamabad,33.7104,73.1338,2026-05-15 10:00:00+00:00,3,215.37,0.03,1.39,137.53,1.31,17.39,35.73,7.03
Islamabad,33.7104,73.1338,2026-05-15 11:00:00+00:00,3,212.37,0.03,1.66,135.03,1.34,15.97,33.18,6.85
Islamabad,33.7104,73.1338,2026-05-15 12:00:00+00:00,3,212.19,0.04,2.18,132.95,1.47,14.75,30.55,6.73
Islamabad,33.7104,73.1338,2026-05-15 13:00:00+00:00,3,309.95,0.2,10.21,114.82,1.85,15.57,30.84,13.04
Islamabad,33.7104,73.1338,2026-05-15 14:00:00+00:00,2,462.95,0.05,21.09,90.53,2.27,17.96,34.59,22.89
Islamabad,33.7104,73.1338,2026-05-15 15:00:00+00:00,2,579.67,0.0,26.93,74.27,2.57,20.38,39.33,32.8
Islamabad,33.7104,73.1338,2026-05-15 16:00:00+00:00,2,654.95,0.0,29.85,64.11,2.84,22.57,43.72,43.72
Islamabad,33.7104,73.1338,2026-05-15 17:00:00+00:00,3,714.37,0.0,31.05,56.48,2.89,25.35,48.42,49.45
Islamabad,33.7104,73.1338,2026-05-15 18:00:00+00:00,3,764.66,0.0,31.7,49.97,2.72,29.03,53.29,50.52
Islamabad,33.7104,73.1338,2026-05-15 19:00:00+00:00,3,782.72,0.0,30.8,44.99,2.34,31.53,55.77,48.94
Islamabad,33.7104,73.1338,2026-05-15 20:00:00+00:00,3,782.61,0.0,28.12,43.09,2.04,33.8,57.97,48.65
Islamabad,33.7104,73.1338,2026-05-15 21:00:00+00:00,3,775.68,0.0,25.13,42.87,1.87,36.27,60.47,49.71
Islamabad,33.7104,73.1338,2026-05-15 22:00:00+00:00,3,755.54,0.0,22.06,42.78,1.72,37.55,62.02,50.66
Islamabad,33.7104,73.1338,2026-05-15 23:00:00+00:00,3,737.19,0.0,19.71,40.7,1.45,37.69,62.99,50.19
Islamabad,33.7104,73.1338,2026-05-16 00:00:00+00:00,3,716.06,0.0,18.07,38.62,1.27,37.27,63.83,50.92
Islamabad,33.7104,73.1338,2026-05-16 01:00:00+00:00,3,694.53,0.08,17.04,37.13,1.27,36.61,64.6,52.97
Islamabad,33.7104,73.1338,2026-05-16 02:00:00+00:00,3,699.25,1.81,15.87,40.74,1.63,36.24,66.51,58.44
Islamabad,33.7104,73.1338,2026-05-16 03:00:00+00:00,3,739.15,4.2,16.43,53.43,2.25,36.94,70.02,65.64
Islamabad,33.7104,73.1338,2026-05-16 04:00:00+00:00,3,671.76,3.78,14.56,89.13,3.33,36.96,71.47,61.24
Islamabad,33.7104,73.1338,2026-05-16 05:00:00+00:00,3,630.21,2.26,11.52,123.2,3.48,44.03,78.95,47.87
Islamabad,33.7104,73.1338,2026-05-16 06:00:00+00:00,4,537.5,0.85,6.28,161.85,3.66,50.38,84.95,33.67
Islamabad,33.7104,73.1338,2026-05-16 07:00:00+00:00,4,249.36,0.16,1.22,148.37,2.46,21.29,40.25,9.75
Islamabad,33.7104,73.1338,2026-05-16 08:00:00+00:00,3,201.76,0.11,0.87,138.21,1.52,16.23,31.61,6.82
Islamabad,33.7104,73.1338,2026-05-16 09:00:00+00:00,3,193.33,0.11,0.91,135.73,1.34,16.08,32.27,6.64
Islamabad,33.7104,73.1338,2026-05-16 10:00:00+00:00,3,193.05,0.11,1.01,135.26,1.28,16.54,34.27,6.88
Islamabad,33.7104,73.1338,2026-05-16 11:00:00+00:00,3,194.3,0.11,1.2,134.65,1.31,16.83,35.78,7.17
Islamabad,33.7104,73.1338,2026-05-16 12:00:00+00:00,3,196.22,0.11,1.57,133.48,1.38,16.94,36.92,7.41
Islamabad,33.7104,73.1338,2026-05-16 13:00:00+00:00,3,271.19,0.26,7.31,119.2,1.59,18.18,39.07,13.85
Islamabad,33.7104,73.1338,2026-05-16 14:00:00+00:00,2,389.41,0.07,15.62,97.79,1.85,20.49,42.92,23.67
Islamabad,33.7104,73.1338,2026-05-16 15:00:00+00:00,2,484.72,0.0,20.27,82.54,2.06,23.02,47.76,34.11
Islamabad,33.7104,73.1338,2026-05-16 16:00:00+00:00,3,550.69,0.0,22.92,72.97,2.31,25.09,51.67,46.92
Islamabad,33.7104,73.1338,2026-05-16 17:00:00+00:00,3,605.27,0.0,24.54,67.51,2.53,27.1,55.36,57.43
Islamabad,33.7104,73.1338,2026-05-16 18:00:00+00:00,3,638.66,0.0,25.09,64.04,2.63,30.18,59.53,65.1
Islamabad,33.7104,73.1338,2026-05-16 19:00:00+00:00,3,632.53,0.0,23.69,61.96,2.54,33.09,62.5,70.14
Islamabad,33.7104,73.1338,2026-05-16 20:00:00+00:00,3,623.09,0.0,21.83,60.91,2.46,35.6,65.26,75.54
Islamabad,33.7104,73.1338,2026-05-16 21:00:00+00:00,3,619.69,0.0,20.29,59.49,2.43,38.18,68.28,81.51
Islamabad,33.7104,73.1338,2026-05-16 22:00:00+00:00,3,625.87,0.0,19.36,57.86,2.46,40.4,71.39,90.48
Islamabad,33.7104,73.1338,2026-05-16 23:00:00+00:00,3,634.2,0.0,18.76,57.18,2.59,43.65,76.07,102.32
Islamabad,33.7104,73.1338,2026-05-17 00:00:00+00:00,3,641.19,0.0,18.34,57.12,2.71,46.22,80.07,112.76
Islamabad,33.7104,73.1338,2026-05-17 01:00:00+00:00,3,638.94,0.05,18.24,56.64,2.79,46.67,81.58,117.94
Islamabad,33.7104,73.1338,2026-05-17 02:00:00+00:00,3,656.46,1.22,18.49,60.37,2.98,45.84,82.7,118.06
Islamabad,33.7104,73.1338,2026-05-17 03:00:00+00:00,3,684.54,3.0,18.86,74.06,3.29,45.83,84.97,112.82
Islamabad,33.7104,73.1338,2026-05-17 04:00:00+00:00,3,621.7,2.71,15.39,108.75,3.87,44.81,85.28,91.6
Islamabad,33.7104,73.1338,2026-05-17 05:00:00+00:00,3,574.32,1.68,11.06,139.86,3.71,47.59,88.63,64.35
Islamabad,33.7104,73.1338,2026-05-17 06:00:00+00:00,4,484.87,0.69,5.88,171.45,3.58,48.48,89.04,41.42
Islamabad,33.7104,73.1338,2026-05-17 07:00:00+00:00,4,235.84,0.16,1.24,148.9,2.34,23.42,50.37,11.69
Islamabad,33.7104,73.1338,2026-05-17 08:00:00+00:00,3,187.87,0.12,0.86,137.14,1.39,18.1,41.1,7.5
Islamabad,33.7104,73.1338,2026-05-17 09:00:00+00:00,3,176.6,0.11,0.86,134.41,1.16,17.52,40.91,6.7
Islamabad,33.7104,73.1338,2026-05-17 10:00:00+00:00,3,173.27,0.11,0.95,133.96,1.07,17.81,42.71,6.56
Islamabad,33.7104,73.1338,2026-05-17 11:00:00+00:00,3,174.25,0.13,1.2,132.56,1.07,18.27,44.67,6.91
Islamabad,33.7104,73.1338,2026-05-17 12:00:00+00:00,3,178.5,0.13,1.69,130.46,1.1,18.62,46.3,7.36
Islamabad,33.7104,73.1338,2026-05-17 13:00:00+00:00,3,241.9,0.26,6.5,116.58,1.27,19.77,47.51,12.99
Islamabad,33.7104,73.1338,2026-05-17 14:00:00+00:00,3,341.94,0.08,13.17,95.75,1.53,21.92,50.33,21.51
Islamabad,33.7104,73.1338,2026-05-17 15:00:00+00:00,3,416.09,0.0,16.02,80.67,1.68,24.39,54.97,28.15
Islamabad,33.7104,73.1338,2026-05-17 16:00:00+00:00,3,464.14,0.0,17.39,70.12,1.72,26.65,59.45,32.94
Islamabad,33.7104,73.1338,2026-05-17 17:00:00+00:00,3,499.67,0.0,17.81,63.23,1.71,29.03,64.28,36.16
Islamabad,33.7104,73.1338,2026-05-17 18:00:00+00:00,3,520.09,0.0,17.67,57.87,1.62,31.2,68.5,38.46
Islamabad,33.7104,73.1338,2026-05-17 19:00:00+00:00,3,511.92,0.0,16.4,53.7,1.41,32.69,71.65,39.46
Islamabad,33.7104,73.1338,2026-05-17 20:00:00+00:00,3,499.13,0.0,14.86,51.43,1.26,34.33,75.81,40.12
Islamabad,33.7104,73.1338,2026-05-17 21:00:00+00:00,3,484.97,0.0,13.24,50.31,1.17,35.7,80.03,40.27
Islamabad,33.7104,73.1338,2026-05-17 22:00:00+00:00,3,464.05,0.0,11.71,51.92,1.23,36.61,84.59,44.14
Islamabad,33.7104,73.1338,2026-05-17 23:00:00+00:00,3,450.13,0.0,10.85,55.47,1.44,37.68,89.7,52.71
Islamabad,33.7104,73.1338,2026-05-18 00:00:00+00:00,3,448.96,0.0,10.87,57.66,1.64,39.36,94.22,60.94
Islamabad,33.7104,73.1338,2026-05-18 01:00:00+00:00,3,460.61,0.03,11.94,58.1,1.84,40.0,96.27,68.18
Islamabad,33.7104,73.1338,2026-05-18 02:00:00+00:00,3,512.32,0.94,14.64,59.26,2.25,40.63,99.52,74.85
Islamabad,33.7104,73.1338,2026-05-18 03:00:00+00:00,4,597.15,3.0,17.91,67.55,2.85,42.94,106.03,79.93
Islamabad,33.7104,73.1338,2026-05-18 04:00:00+00:00,4,589.19,3.31,16.43,95.39,3.69,46.06,115.52,72.24
Islamabad,33.7104,73.1338,2026-05-18 05:00:00+00:00,4,575.47,2.18,13.0,125.51,3.67,53.52,125.7,55.6
Islamabad,33.7104,73.1338,2026-05-18 06:00:00+00:00,4,492.09,0.84,7.05,164.56,3.58,66.81,140.68,38.35
Islamabad,33.7104,73.1338,2026-05-18 07:00:00+00:00,4,216.95,0.15,1.23,143.87,2.54,38.47,97.11,11.5
Islamabad,33.7104,73.1338,2026-05-18 08:00:00+00:00,3,168.64,0.11,0.83,131.17,1.76,29.6,78.96,7.02
Islamabad,33.7104,73.1338,2026-05-18 09:00:00+00:00,3,157.11,0.11,0.84,127.16,1.57,27.55,74.98,6.1
Islamabad,33.7104,73.1338,2026-05-18 10:00:00+00:00,3,158.16,0.13,1.07,126.96,1.57,27.66,75.54,6.32
Islamabad,33.7104,73.1338,2026-05-18 11:00:00+00:00,3,169.16,0.17,1.67,127.24,1.69,28.83,77.58,7.41
Islamabad,33.7104,73.1338,2026-05-18 12:00:00+00:00,3,183.73,0.2,2.68,126.54,1.84,29.79,79.31,8.48
Islamabad,33.7104,73.1338,2026-05-18 13:00:00+00:00,3,231.64,0.21,6.2,119.94,2.05,31.2,81.05,11.83
Islamabad,33.7104,73.1338,2026-05-18 14:00:00+00:00,3,303.95,0.04,10.93,108.16,2.28,33.35,82.85,16.89
Islamabad,33.7104,73.1338,2026-05-18 15:00:00+00:00,3,366.37,0.0,13.28,98.07,2.48,35.89,85.18,21.22
Islamabad,33.7104,73.1338,2026-05-18 16:00:00+00:00,3,425.79,0.0,14.72,87.85,2.6,38.46,86.79,24.96
Islamabad,33.7104,73.1338,2026-05-18 17:00:00+00:00,3,497.38,0.0,16.27,79.41,2.76,41.96,90.85,28.35
Islamabad,33.7104,73.1338,2026-05-18 18:00:00+00:00,3,560.01,0.0,17.52,73.34,2.87,45.09,95.17,31.07
Islamabad,33.7104,73.1338,2026-05-18 19:00:00+00:00,3,600.57,0.0,18.41,69.0,3.08,46.94,96.64,38.71
Islamabad,33.7104,73.1338,2026-05-18 20:00:00+00:00,3,625.89,0.0,18.53,65.99,3.39,49.11,98.05,49.49
Islamabad,33.7104,73.1338,2026-05-18 21:00:00+00:00,4,637.31,0.0,17.65,62.54,3.64,52.38,100.78,57.81
Islamabad,33.7104,73.1338,2026-05-18 22:00:00+00:00,4,643.29,0.0,16.84,59.45,3.9,54.28,102.01,64.55
Islamabad,33.7104,73.1338,2026-05-18 23:00:00+00:00,4,657.88,0.0,16.48,58.27,4.18,56.43,103.44,70.46
Islamabad,33.7104,73.1338,2026-05-19 00:00:00+00:00,4,672.23,0.0,16.13,58.89,4.38,58.13,104.22,72.77
Islamabad,33.7104,73.1338,2026-05-20 01:00:00+00:00,5,871.62,0.03,19.78,48.86,4.35,88.51,135.74,80.9
Islamabad,33.7104,73.1338,2026-05-20 02:00:00+00:00,5,881.84,1.1,19.76,45.84,3.78,84.02,130.75,64.2
Islamabad,33.7104,73.1338,2026-05-20 03:00:00+00:00,5,911.93,3.1,19.6,56.58,3.94,81.81,129.81,53.88
Islamabad,33.7104,73.1338,2026-05-20 04:00:00+00:00,4,779.35,2.16,14.6,102.35,5.44,74.1,125.78,39.4
Islamabad,33.7104,73.1338,2026-05-20 05:00:00+00:00,5,686.94,1.15,9.69,150.31,6.36,75.16,127.23,33.35
Islamabad,33.7104,73.1338,2026-05-20 06:00:00+00:00,5,623.78,0.57,6.1,193.12,7.18,88.38,139.9,30.12
Islamabad,33.7104,73.1338,2026-05-20 07:00:00+00:00,4,281.14,0.18,1.84,169.61,6.2,48.96,94.44,12.95
Islamabad,33.7104,73.1338,2026-05-20 08:00:00+00:00,4,199.78,0.12,1.18,152.26,4.58,39.02,86.79,8.79
Islamabad,33.7104,73.1338,2026-05-20 09:00:00+00:00,4,186.74,0.1,1.19,147.4,4.18,38.09,89.43,8.09
Islamabad,33.7104,73.1338,2026-05-20 10:00:00+00:00,4,188.28,0.09,1.54,146.22,4.13,38.41,91.79,8.31
Islamabad,33.7104,73.1338,2026-05-20 11:00:00+00:00,4,199.36,0.08,2.41,143.42,4.23,38.71,90.91,9.3
Islamabad,33.7104,73.1338,2026-05-20 12:00:00+00:00,3,213.58,0.03,3.62,138.52,4.4,38.59,89.37,10.26
Islamabad,33.7104,73.1338,2026-05-20 13:00:00+00:00,3,308.15,0.05,10.27,119.15,6.04,38.65,81.67,15.58
Islamabad,33.7104,73.1338,2026-05-20 14:00:00+00:00,3,448.69,0.01,18.49,95.94,7.23,40.33,75.89,22.3
Islamabad,33.7104,73.1338,2026-05-20 15:00:00+00:00,3,555.86,0.0,22.9,79.46,7.24,42.57,74.05,26.32
Islamabad,33.7104,73.1338,2026-05-20 16:00:00+00:00,3,604.96,0.0,23.8,65.97,5.88,43.01,70.86,25.9
Islamabad,33.7104,73.1338,2026-05-20 17:00:00+00:00,3,613.79,0.0,22.0,60.75,5.19,43.18,68.37,27.38
Islamabad,33.7104,73.1338,2026-05-20 18:00:00+00:00,3,564.43,0.0,17.61,69.51,4.99,42.62,65.77,26.11
Islamabad,33.7104,73.1338,2026-05-20 19:00:00+00:00,3,394.54,0.0,8.96,103.71,4.39,39.6,61.01,18.73
Islamabad,33.7104,73.1338,2026-05-20 20:00:00+00:00,3,354.07,0.0,6.75,107.9,3.91,38.8,57.23,17.87
Islamabad,33.7104,73.1338,2026-05-20 21:00:00+00:00,3,335.92,0.0,5.56,108.66,3.66,37.85,54.78,17.78
Islamabad,33.7104,73.1338,2026-05-20 22:00:00+00:00,3,313.76,0.0,4.65,108.56,3.3,34.33,49.92,17.28
Islamabad,33.7104,73.1338,2026-05-20 23:00:00+00:00,3,310.6,0.0,4.48,105.63,2.92,31.19,46.27,18.31
Islamabad,33.7104,73.1338,2026-05-21 00:00:00+00:00,3,316.91,0.0,4.79,101.03,2.6,28.77,43.38,19.91
Islamabad,33.7104,73.1338,2026-05-21 01:00:00+00:00,3,328.15,0.01,5.57,94.8,2.39,26.56,41.37,21.25
Islamabad,33.7104,73.1338,2026-05-21 02:00:00+00:00,2,356.1,0.27,7.29,91.32,2.56,24.33,40.13,21.39
Islamabad,33.7104,73.1338,2026-05-21 03:00:00+00:00,2,387.0,0.96,8.59,95.24,3.12,21.83,38.34,20.18
Islamabad,33.7104,73.1338,2026-05-21 04:00:00+00:00,3,376.99,1.14,7.44,111.66,4.15,19.69,35.59,17.32
Islamabad,33.7104,73.1338,2026-05-21 05:00:00+00:00,3,376.79,0.92,6.1,131.25,4.8,23.49,38.89,16.45
Islamabad,33.7104,73.1338,2026-05-21 06:00:00+00:00,4,366.92,0.56,4.37,155.54,5.23,31.65,46.66,15.51
Islamabad,33.7104,73.1338,2026-05-21 07:00:00+00:00,4,225.34,0.21,1.72,145.71,3.35,24.0,44.99,7.75
Islamabad,33.7104,73.1338,2026-05-21 08:00:00+00:00,3,178.38,0.13,1.18,133.84,2.42,21.76,52.12,5.47
Islamabad,33.7104,73.1338,2026-05-21 09:00:00+00:00,3,168.47,0.11,1.2,130.19,2.25,21.69,55.73,5.1
Islamabad,33.7104,73.1338,2026-05-21 10:00:00+00:00,3,169.67,0.1,1.57,128.71,2.23,21.57,56.44,5.49
Islamabad,33.7104,73.1338,2026-05-21 11:00:00+00:00,3,178.8,0.1,2.42,125.58,2.25,20.98,54.58,6.51
Islamabad,33.7104,73.1338,2026-05-21 12:00:00+00:00,3,191.69,0.11,3.65,121.76,2.28,20.28,52.72,7.45
Islamabad,33.7104,73.1338,2026-05-21 13:00:00+00:00,3,232.79,0.14,6.84,115.85,2.54,19.88,49.11,10.08
Islamabad,33.7104,73.1338,2026-05-21 14:00:00+00:00,3,294.27,0.02,10.87,107.16,2.91,20.04,46.04,14.13
Islamabad,33.7104,73.1338,2026-05-21 15:00:00+00:00,3,342.47,0.0,12.67,100.44,3.24,20.31,44.16,17.42
Islamabad,33.7104,73.1338,2026-05-21 16:00:00+00:00,2,357.06,0.0,12.76,94.18,3.36,19.75,40.72,18.54
Islamabad,33.7104,73.1338,2026-05-21 17:00:00+00:00,2,362.69,0.0,12.12,94.19,3.56,19.33,37.72,18.74
Islamabad,33.7104,73.1338,2026-05-21 18:00:00+00:00,2,357.14,0.0,11.15,96.61,3.7,18.83,34.42,18.2
Islamabad,33.7104,73.1338,2026-05-21 19:00:00+00:00,2,364.2,0.0,11.16,93.2,3.31,18.74,32.6,20.04
Islamabad,33.7104,73.1338,2026-05-21 20:00:00+00:00,2,384.28,0.0,11.45,85.34,2.69,19.23,32.8,23.84
Islamabad,33.7104,73.1338,2026-05-21 21:00:00+00:00,2,394.17,0.0,10.9,79.28,2.24,19.56,33.37,26.66
Islamabad,33.7104,73.1338,2026-05-21 22:00:00+00:00,2,394.98,0.0,10.13,75.07,1.92,19.61,33.91,28.68
Islamabad,33.7104,73.1338,2026-05-21 23:00:00+00:00,2,394.88,0.0,9.45,72.13,1.76,19.5,34.52,29.87
Islamabad,33.7104,73.1338,2026-05-22 00:00:00+00:00,2,401.59,0.0,9.21,69.19,1.71,19.48,35.25,30.74
Islamabad,33.7104,73.1338,2026-05-22 01:00:00+00:00,2,408.46,0.02,9.35,68.14,1.83,19.07,35.58,30.07
Islamabad,33.7104,73.1338,2026-05-22 02:00:00+00:00,2,431.06,0.64,10.35,71.22,2.25,18.16,35.66,27.67
Islamabad,33.7104,73.1338,2026-05-22 03:00:00+00:00,2,432.9,1.47,10.37,86.02,3.01,16.51,34.03,22.59
Islamabad,33.7104,73.1338,2026-05-22 04:00:00+00:00,3,332.17,0.79,5.46,119.11,4.33,14.17,29.78,13.68
Islamabad,33.7104,73.1338,2026-05-22 05:00:00+00:00,4,320.45,0.52,3.83,140.07,4.86,18.72,34.04,12.63
Islamabad,33.7104,73.1338,2026-05-22 06:00:00+00:00,4,314.17,0.34,2.76,159.66,5.21,25.37,40.57,12.16
Islamabad,33.7104,73.1338,2026-05-22 07:00:00+00:00,4,244.11,0.2,1.63,154.86,3.84,23.64,39.57,8.24
Islamabad,33.7104,73.1338,2026-05-22 08:00:00+00:00,4,198.77,0.16,1.2,144.41,2.66,21.33,40.73,6.1
Islamabad,33.7104,73.1338,2026-05-22 09:00:00+00:00,4,184.74,0.15,1.13,141.1,2.27,20.77,42.86,5.59
Islamabad,33.7104,73.1338,2026-05-22 10:00:00+00:00,3,176.47,0.14,1.15,139.41,2.04,20.47,47.02,5.35
Islamabad,33.7104,73.1338,2026-05-22 11:00:00+00:00,3,168.96,0.14,1.31,136.22,1.85,20.17,52.52,5.21
Islamabad,33.7104,73.1338,2026-05-22 12:00:00+00:00,3,167.7,0.14,1.76,133.74,1.78,19.96,56.03,5.29
Islamabad,33.7104,73.1338,2026-05-22 13:00:00+00:00,3,232.33,0.28,6.72,122.45,2.02,20.96,58.21,10.17
Islamabad,33.7104,73.1338,2026-05-22 14:00:00+00:00,3,338.49,0.09,13.92,105.61,2.46,23.05,60.35,17.53
Islamabad,33.7104,73.1338,2026-05-22 15:00:00+00:00,3,424.23,0.0,17.71,92.58,2.77,25.27,62.15,23.87
Islamabad,33.7104,73.1338,2026-05-22 16:00:00+00:00,3,492.5,0.0,20.44,78.62,2.79,27.19,61.49,30.25
Islamabad,33.7104,73.1338,2026-05-22 17:00:00+00:00,3,568.14,0.0,23.17,65.54,2.73,29.64,62.23,35.08
Islamabad,33.7104,73.1338,2026-05-22 18:00:00+00:00,3,635.43,0.0,25.69,54.77,2.62,31.84,63.42,37.85
Islamabad,33.7104,73.1338,2026-05-22 19:00:00+00:00,3,659.76,0.0,25.8,49.22,2.38,32.75,62.4,37.89
Islamabad,33.7104,73.1338,2026-05-22 20:00:00+00:00,3,627.76,0.0,21.88,52.1,2.18,32.75,59.56,35.0
Islamabad,33.7104,73.1338,2026-05-22 21:00:00+00:00,3,538.67,0.0,14.9,67.81,2.51,31.81,55.49,25.71
Islamabad,33.7104,73.1338,2026-05-22 22:00:00+00:00,2,385.2,0.0,7.62,94.88,3.01,24.36,40.41,16.18
Islamabad,33.7104,73.1338,2026-05-22 23:00:00+00:00,2,360.19,0.0,6.56,97.12,2.36,22.32,34.67,15.23
Islamabad,33.7104,73.1338,2026-05-23 00:00:00+00:00,2,361.22,0.0,6.6,92.59,1.77,22.16,34.52,13.69
Islamabad,33.7104,73.1338,2026-05-23 01:00:00+00:00,2,379.13,0.02,7.47,83.82,1.53,22.49,36.16,17.54
Islamabad,33.7104,73.1338,2026-05-23 02:00:00+00:00,2,426.8,0.64,9.56,76.2,1.71,23.36,38.75,25.35
Islamabad,33.7104,73.1338,2026-05-23 03:00:00+00:00,2,504.51,2.1,12.12,76.08,2.23,24.9,41.93,31.91
Islamabad,33.7104,73.1338,2026-05-23 04:00:00+00:00,3,524.22,2.45,11.67,94.77,3.3,27.21,45.16,32.21
Islamabad,33.7104,73.1338,2026-05-23 05:00:00+00:00,3,504.81,1.58,8.84,121.36,3.43,34.03,51.59,25.55
Islamabad,33.7104,73.1338,2026-05-23 06:00:00+00:00,4,438.02,0.67,5.01,152.38,3.5,42.18,58.57,19.64
Islamabad,33.7104,73.1338,2026-05-23 07:00:00+00:00,4,208.24,0.16,1.2,146.11,2.42,21.48,35.05,6.54
Islamabad,33.7104,73.1338,2026-05-23 08:00:00+00:00,4,165.91,0.11,0.89,140.51,1.78,16.25,29.48,4.67
Islamabad,33.7104,73.1338,2026-05-23 09:00:00+00:00,3,157.26,0.11,0.93,139.46,1.67,14.82,28.29,4.31
Islamabad,33.7104,73.1338,2026-05-23 10:00:00+00:00,4,159.36,0.13,1.17,140.12,1.66,14.46,28.63,4.74
Islamabad,33.7104,73.1338,2026-05-23 11:00:00+00:00,3,169.7,0.18,1.72,139.95,1.71,14.74,29.57,5.96
Islamabad,33.7104,73.1338,2026-05-23 12:00:00+00:00,3,183.65,0.21,2.62,138.8,1.76,14.81,30.24,7.16
Islamabad,33.7104,73.1338,2026-05-23 13:00:00+00:00,3,236.95,0.28,6.48,129.33,1.91,15.47,31.6,11.63
Islamabad,33.7104,73.1338,2026-05-23 14:00:00+00:00,3,320.25,0.08,12.16,112.55,2.12,16.9,34.01,18.2
Islamabad,33.7104,73.1338,2026-05-23 15:00:00+00:00,2,390.43,0.0,15.32,98.35,2.27,18.45,36.51,23.57
Islamabad,33.7104,73.1338,2026-05-23 16:00:00+00:00,2,449.73,0.0,17.74,85.0,2.33,19.92,38.26,28.2
Islamabad,33.7104,73.1338,2026-05-23 17:00:00+00:00,2,513.73,0.0,20.09,73.61,2.38,21.6,40.64,32.73
Islamabad,33.7104,73.1338,2026-05-23 18:00:00+00:00,2,564.39,0.0,21.67,65.45,2.37,22.83,42.52,37.07
Islamabad,33.7104,73.1338,2026-05-23 19:00:00+00:00,2,575.98,0.0,21.33,60.05,2.29,23.45,43.16,41.72
Islamabad,33.7104,73.1338,2026-05-23 20:00:00+00:00,2,576.87,0.0,19.66,56.67,2.19,24.77,44.77,45.27
Islamabad,33.7104,73.1338,2026-05-23 21:00:00+00:00,3,573.7,0.0,17.73,54.37,2.09,25.93,46.23,47.44
Islamabad,33.7104,73.1338,2026-05-23 22:00:00+00:00,3,567.85,0.0,16.14,52.57,1.98,27.76,48.32,48.14
Islamabad,33.7104,73.1338,2026-05-23 23:00:00+00:00,3,569.49,0.0,15.19,50.8,1.88,29.85,50.84,48.53
Islamabad,33.7104,73.1338,2026-05-24 00:00:00+00:00,3,581.32,0.0,14.92,48.63,1.81,32.26,53.65,49.18
